,user_id,business_id,stars,text
2847007,zFnKCjSDTrvMquk2YtmXOw,hu7jvsg4pc1ylndA3lfTpg,5.0,"On December 27, 2014, we visited the Hudson's Bay at Yorkdale Mall. The purpose of our visit was to exchange a gift and purchase two other products. After explaining our circumstances to the sales associate, we were able to make the exchange for the products we wanted. We appreciate that the sales associate took the time to listen to our needs and find a resolution that was not only acceptable but above and beyond our expectations. The sales associate was extremely professional, understanding, and sympathetic, which resulted in a smooth transaction and two very happy customers.
 
 Additionally, I wanted to take a moment to comment on the appearance of the store. To put it simply, the cosmetic department looks spectacular. The design, lighting, and boutiques make the act of shopping at Hudson's Bay a luxurious experience. To top it off, it was exciting to find great deals on products and to find out that Hudson's Bay now offers free WiFi with a cafe in the basement. 

 My mother and I both agree that the sales associate demonstrated excellent customer service and care skills, the overall positive environment of the store and excellent deals made for a wonderful customer experience."
893844,IpPolX-HomvO_FozefiQTQ,SRjoAfwBUuR7qVJkiH19gA,5.0,My Wife and I were fully satisfied with the teamwork provided to us by Mike & Tammi Panos. From beginning to end our buying experience was flawless. Mike\/Tammi answered all are questions and responded quickly to all text\/phone calls immediately. We would highly recommend this truly wonderful couple.
652279,DKolrsBSwMTpTJL22dqJRQ,xRZK20Iek1_ldmcG9nrHJw,3.0,"I would give this place 3.5 stars. I absolutely love their fries! They are so satisfying. However, I am not a fan of their gravy so I would skip their poutine. I've tried their Italian chicken Deluxe with roasted peppers and Gorgonzola cheese...delicious but messy the chicken kept sliding out the burger bun. I've tried a regular burger on gluten free bread, pretty good but the gf bread was gross. I've had way better. Overall I like the variety but I still prefer a licks burger and this location is always packed."
1574688,Xk2o0GKqhsm90XZSqI4lGg,aWzp373TChor3kYz_BcWZA,5.0,"My mother and I dined here for dinner on June 08. We sat in the dog patio area because I brought my yorkie with us. I love how they are dog friendly and very accommodating. John was our waiter and he was amazing. I eat out at least 5 times a week and I would say that this week he was the best service I had received, and yet it was our cheapest meal (only $46.75 before tip). The other gentleman that was helping him, I think was his busser, was also great and quick to check on us! It was dead inside, which was a bummer because I really want this restaurant to do well. The truffle found was so yummy and my burger was great too! Will be back soon!"
397875,7kMfuFh7h8PYbcHrqSyqZg,MBYMEdAI-ZlE-gr61fqs8Q,5.0,"Dead pigs galore and no one is complaining! The signature dish is ""Millionaire's Bacon"" brown sugar, cayenne pepper, and maple syrup. Pork belly with cheesy grits gets rave reviews, as well. I am partial to their skillet dishes. They are bursting with things that don't go ""oink"" like crimini mushrooms, zucchini, potatoes, herb goat cheese all topped with an egg. Their hot chocolate is the whipped cream finisher that brings it all together. Yes m! This is the place for breakfast in Gilbert!"
2292590,mj22XHVEWOe-mRh7GFuD9Q,EgrW38gqGcNH2tKdRd_XZQ,2.0,"Came here for summerlicious with my cousins and my cousins' girlfriend.  The place was easy to find but we had to wait to be seated.  When we were finally greeted, we were greeted by an asian gentleman whom was really rude and unprofessional.  Once we sat down, it took us a while to finally have the waiter approach us, which at that time we ordered our food and drinks together since we did not know when he was going to come back.  I was looking for the washroom and came across the rude asian gentleman and asked where the washroom was. He did not even look at me while talking to me and directed me downstairs (which is another restaurant\/bar).  The food was meh.. I ordered the baked lobster & crab soup which was amazing! But then I got the wood-grilled ""california cut"" new york strip steak with sautéed garlic mushrooms with duck fat frites, which was just average.. tasted a little burnt and not flavourful.  And finally finished with the new-york style cheesecake, which we were all ooh-ing and ahh-ing over, only to find that the new-york style cheesecake didn't come with the tastiest part.. THE GRAHAM CRACKER CRUST. We were all disappointed.  One of my cousins' ordered the caramel popcorn chocolate hazelnut sundae, to be different and because he doesn't like cheesecake and he was disappointed as well. It was pretty much chocolate ice cream that tasted like what you could get out of the grocery store and had a drizzle of chocolate sundae sauce with stale caramel popcorn pieces on top of the ice cream.. Overall the service and experience was horrible, if anything I'd come back to get the baked lobster & crab soup to go and that's about it."
2106321,iXykyJ1oUUmjsLmNY9EtlQ,gugN1sgyheBJ6aKtNcv_gQ,3.0,Came here for breakfast and ordered the flight of bacon and the signature oink french toast. The french toast was very good and I would order it again. The bacon on the other hand was nothing to brag about. The flavors were very subtle and it wasn't crispy enough in my opinion.  I would come here again to try some of the other dishes but I'll probably get the sausage.
2334430,ngBDdwtpgtfFc9LNQT2Lzg,ttuEwktrkmh3TUlSFPZqAA,5.0,"I love this place. Friendly, upbeat staff!

My recommendations:

- duck confit banh mi
- kimchi fries"
2724259,wXZS42D0L8hoCiSh2Krc_A,2JqR8KKTul5NevLrZKfT_g,2.0,"Quicky review of Wildfire because I didn't stay long. Bowling Alley on one side, mini-Station casino on the other with Sportsbook. I went to look at the betting lines for the upcoming NFL games.....they didn't have any sheets printed. And still had sheets from previous weeks games....so that was lame.

Ordered a white russian from the bar as I put in my $20. BAD! Vodka with milk, no kahlua. Poor bartending skills here so won't be back for that. Sports game viewing not all that great either unless you sit in the sports book area. Only positive about this place was we saw someone hit a Royal for $4K, then my friend hit one for $1.3K at the bar. I lost. 

Again, with the affiliation with Station casinos, who I am not a fan of since they stole all my points earned over a 10 year period. That's bad customer service Station. We love locals is complete BS."
974149,K_VnRyXSvYtbF1sTjkJVvw,iNtwSnecZyNev1M3YkGU5g,3.0,"Nothing I love more than roaming a Chapters and picking up a ton of book I'll never have time to finish ! 

The positive: The starbucks in good and the store is pretty big. The cashier was very nice and helpful. Located in a great spot, a lot to do around there!

The negative: My experience here last night wasn't the best. Everything seemed to be cluttered. Lots of book lying around clearly out of place. The selection was also pretty bad, I found it had a ton of fiction but as for reference books and music books, the selection was below average.

RECOMMEND"
292032,5OllWsrKJsYo3XQK6siRKA,jc4Wlgme6xI0-c1U_AKuBQ,4.0,First time at Naga! The atmosphere is really modern and trendy. The tables are all black with candles. They also have some modern fixtures inside. The food was delicious. My bf and I ordered chicken pad Thai and Panang with fried tofu. They also gave you spicy and sweet dip with fried wonton strips. 'Twas good!  Looking forward to trying out more dishes from there but I wish it wasn't so far!!!
162572,2_v3cWaTjauIeQH2bOWa2A,okgI89cCzqz-M_TUPCeBew,5.0,"Recently sat down with Clayton Howell. Originally had another tattoo in mind but due to complications (not artist's fault) had to do another tattoo design that I was planning on getting a little later down the road. Result was as expected of a professional and true artist, exceptional! Shop was clean and staff was super cool and friendly. Tattoos were priced right there with the quality you are getting. Roughly around 175-200 per hour it seems to be around. 

Would definitely recommend this shop for first timers (like myself) and veterans. They definitely have a wide array of artists who are capable of the spectrum of tattoos you might like from Neo-American to traditional black and gray to Japanese and the evil dead.

Side note: My wife wanted to get one of her piece touched up and had Chris Beck redone the original artist's color. Again, a professional and a gentlemen, his work is also awesome."
2386332,op8FmScVlXFkVcqmyAlD3w,VrE8b5u-ai47W__Diw_mKg,4.0,"One of the old stand bys in Madtown.  Whether you're looking for a nice meal that doesn't cost a lot or you want to go with some friends for drinks Amy fits both needs.  The salad\/soup\/baguette combo is something I've eaten 100 times in my life.  Sometimes twice in one day.  The soups, which rotate daily, are all good.  My favorite was the cheesey brocoli.  You gotta get eat veggies in college somehow.  The spicy fried and chicken sandwich also makes a fine meal.  Wash it down with a pint of something off the tap.  No attitude and not too sceney just a good old place for drinks and grub."
1495483,W2Vz7QVGFTMzoWtTMf0GIQ,KkmPDIWzvwbBpyqOHT6pcQ,1.0,"I really really wanted to like this place.  I truly wanted to, after reading reviews I thought this was going to be my go-to place when I went to Vegas.  I ordered steak, as well as meatballs for a starter.  My gf had the lemon chicken.  The food was terrible, the service was even worse.  We were there early, so there weren't a lot of patrons, not sure if they didn't have their entire staff there yet, or we just happened to have an inept waiter, but it was bad.  The ambiance, and the feel of the restaurant was great, an excellent atmosphere, which makes it that much more disappointing."
1563377,XVlVDk0rEZwqHHC3xog0HQ,qNYLt8zizn--wEpT1KILfw,5.0,"Best breakfast joint in Vegas. Had the traditional Eggs Benedict. Delicious as always. Ethan, our waiter, did an excellent job!! Will definitely ask for him again, the next time I come!"
1823230,cJ-ujlCWP0i1UZXSH7F3gg,UtyW9cHs9Z8vIEt8I9aIeA,3.0,"Stopped in to City Tap after a long night out elsewhere in search of late night bar food.  Who knew it was so difficult to find drunk food in the wee hours of the morning in downtown Cleveland?

Had an order of the fried pickles and a few large glasses of water.  Can't say the food was anything spectacular, but it did the trick.  The thing that seemed odd to me was how bright the bar was.  Granted, I'd been in a dimly lit setting for most of the night, but holy retail store lighting, batman!  Not sure anyone should be in that kind of lighting so late at night.

Not sure I'd make a trip to specifically go to City Tap but it's a decent place to stop if you need some late night grub."
875162,IOqNXU0Hcl5kA4xmTE-MLw,fJNixR4FfoshBNCifbgceA,1.0,"All I was interested in was some more information on something I had purchased!
I bought a stainless steel pan for 79.95 at this location. I was very excited about it as i had been wanting one for a while and just moved into a new house after recently being married. The pan I purchased had a white sticker on the bottom of the pan that said made in china which was a little disappointing but not surprising but the main problem was the pan really really wobbled. It did not lie flat on any surface. This wasn't minor but major as I asked 3 other people's opinion on it. They're response was for 79.9, it should be brand new and not wobble. 
I took it back a few days later and was helped only by one employee because apparently all the rest were either to busy to be bothered or had something better to do like...  Nothing. 
I believe it was a newer lady Laurie or  Lauren that helped me because she was outstanding. She really actually WANTED to help me and gave me excellent advice.  She was obviously new and was working with what seemed to be 2 other people of authority as they threw their snootiness around. No other customers to help and neither of them would help her and when she asked them, the guy came over all grumpy and wouldn't even acknowledge my existence. ( my only thought is he's annoyed I may be returning something)( either way making me feel like crap).
Walking into your store with the pan, I, myself, didn't know what I was gonna do. 1) return pan 2) exchange pan or 3) upgrade to a better quality pan for More Money! 
I agreed to exchange it only because Laurie was so sweet and nice. 
It's been 3 days now and I'm sitting here doing this yelp review because I'm still so insulted. 
I am a regional manager for another store in this mall and I would fire my employee on the spot if they ever treated someone like this. I'm sick of giving excellent service and receiving horrible service. Laurie, please relocate for your own well being.  How could you work with these other people you're obviously above? Good luck!"
1108301,NczSmRSRdTsI8fQyojdZrw,88RkIuXwJeDzfzSu9xsyzw,3.0,"Nothing spectacular there for me. It is always packed, so be prepared to wait a little, and the tables are so close together that you feel like you are in one big cafeteria. There are some hits (mostly dough related) like chives and shrimp fried pancake, fried dumplings or thick noodle dishes, and the rest is just ok, with all the meats being covered by liters of thick and sticky sauce. Their Peking duck is $30 and it includes only first course with a limit of 12 pancakes, the duck itself is rather fatty for my liking and their sauce is too concentrated. The service is fine, I like that the tea is served in the thermos pot which keeps it nice and hot and it is being constantly refilled with hot water. It is somewhat pricier than other Chinese restaurants, so unless I'm with a group I'd choose to go somewhere else."
261629,4lIZjKZoySFUEiFxuvQRJg,K2z_T6sSS-wqWewan-p6fA,5.0,Try the coffee machine downstairs and spend some time in the greenhouse.
2791599,y1hBRVR8kVx6htQsAa1mYA,ii8sAGBexBOJoYRFafF9XQ,3.0,"The hotel interior is actually kind of cute. Rooms are decent looking but the mattresses are very outdated with being able to feel the metal springs. Pillows are filled with feathers and were also limp an worn out. My favorite part about this hotel is that they don't charge any resort fees which is pretty awesome. Rooms can have wifi for $13.99 a day if you choose. The housekeeping staff is very friendly and made sure we always had fresh towels. I never like leaving my room without the do not disturb sign and sometimes I have experienced housekeeping come on in anyways, but not at the Paris which again was very nice. Each morning they call us if we are out and leave a message saying they will bring up anything needed. This hotel is also located to my favorite poker room at aria of course. Only problem with the location is that there is nowhere to cross for pedestrians. Luckily a taxi cab is only about $6-$7 each way."
1453379,V5SRayGjgmSzKFbL1E54uw,GBzsyUgO6Af1a34-27mCNw,5.0,Love this place. The staff is super helpful and friendly. Got me all set up for my winter grass and gardening plans.
1737260,aNmrSw98PhdvZkLgxP2PWg,w7DEm_2Gj_xF0qeRdbZn3A,3.0,"Not bad. I went for dinner with a friend and had a pretty good time but it wasn't amazing enough for a 4 star.

Food: 3\/5, I got the original japanese style katsu. The cutlet was crispy and the sides were good but it wasn't special and I wish it came with a bit more sauce.

Service: 4\/5, it was definitely good. The server was nice and attentive and explained their menu well.  

Ambience: 3\/5, the seating was nice but there was this sour scent in the restaurant that was unsettling.

Price: 3\/5, around $18-$20 per person so meh for me since its just rice and cutlets..."
2806428,yNH3Z0MvqpjXq1NbFsDLFg,wdOOK3K6vzQy1d_OIk-U9w,5.0,"Have been to both locations now, love this one! So beautiful inside! Staff was friendly and patient, attentive and although they were extremely busy, they still made time for our group of 4. We always do All You Can Eat and it's definitely worth it!"
425184,8KPC5qX6hWrxE7vcIbPrmg,nrwKiDMr4odCkjx78e5IfQ,4.0,You definitely need to know this cuisine prior to going. We were looking every dish up on google lol. What we ordered was great. The appetizer were awfully small but the plantain chips they offered at the beginning were delicious!.. yum
2799648,yEaZ5ht0Q0_kSjWd8F-FPA,_JbuDLG7SFEtiCVDT1M0CQ,5.0,"I visited the store tonight and they definitely provided exemplary service. 

As always the bowls are delicious! I cannot wait to introduce my friends to this place!"
1886039,dfpGJd1TsNd0owcz2dKAVA,XsADZQQCYIRLLP094mRPGA,2.0,"I went to urgent care after I injured myself practicing martial arts. They are super nice, and take an x ray of my shoulder. They tell me I just have a bruised bone, and give me a sling to wear. Here is where things get ridiculous. First,  the nurse spends literally (we timed it) 20 minutes trying to put the sling on me, before I give up and insist that my boyfriend (ex military) takes over. Second, they give me much needed pain killers and schedule an appointment with a doctor that week. That doctor looks at that very same x ray and says I have a FRACTURE...The people at this urgent care need a lot more education, to say the least. Ridiculous. .."
2019426,gdL4goU_Ij34w0W0c8FvVA,ov7eBYWcLqNll8NB0F22-Q,3.0,"Its fine....nothing special. At 9:26pm its a ghost town in this terminal. This is the only choice you really have after like 7:30pm.  

Combos, pretzels, yogurt balls.....apples and bananas. 
This will have to do I guess.  

Friendly staff.... Free wells booze"
932702,JfmoxgXfQ0Ry0p9BpUeiuw,IWKtGvVg4hqc9rWHjW8KoA,5.0,"I've stayed at the MGM Grand and hated everything about it except the room itself. The M is the opposite of that. Posh without being pretentious, affordable, comfortable, friendly... everything that was missing from the Strip was found here. 

The rooms are wonderful, the bathrooms are incredible, and the views are amazing. Soaking in the tub while watching the Vegas lights at night is one of the most relaxing baths I've ever had.

I'd read previous complaints about the service and was nervous, but apparently management has read them too. Everyone went above and beyond to make sure we were happy.

The only thing I could find to complain about is the abbreviated pool hours, but that happens everywhere in Vegas. They want you in the casino, not relaxing by the pool. I'm not a gambler, so I can't really comment about the gambling. I spent $20 on slot machines and it disappeared quickly. *Shrug*

Additional hint: If you get a chance, be sure to visit the Lion Habitat Ranch just around the corner. It's going to be a regular stop for us from now on."
1236452,QPgXLWsDRplZilp2OciAiw,kzdbkojvhf49MGyheAncOw,3.0,"I can see why they bring the school kids here.

There are a lot of hands on type of items for kids to play with and ""discover"" things.  There was also demonstration - little shows - with a host in different topics.  My friend and I watched the subzero and part of the electricity one.  The subzero one is quite cool since the guy played with liquid nitrogen.

While we were there, there was a race exhibit.  This was quite interesting and thought provoking.

It was a bit pricey for what was being offered.  They do offer a year pass.  We didn't even go to the IMAX - that was extra.  We were only there for a few hours before we saw everything we wanted to and left.  Very educational though."
106043,1JNqTTHm6m-4TcM6rL9vrw,Xspg78dOvuedvuPEUwZBjw,5.0,"This coffeehouse is way more than its name. It's in the heart of downtown on Fremont at ground floor of the Emergency Arts center. You walk in and are always greeted by friendly staff who are more than willing to recommend favorites. The ambient is quiet, yet loud with local event posters and a vinyl collection where requests are welcomed and a view of the craziness out that is Fremont. Nothing less than refreshing.

Oh and the food. It's good. Personal favorite is french toast, a veggie pizza and a cup of joe.

They also host open mic night and other nice little events."
579513,BnVy2C2918Ltj0t0ceayfw,QlJztL2aGEXgejgi5JM9Xg,3.0,"Three stars for cleanliness and flavorful food. Would never have gone here on our own, but out- of-town friends asked us to meet them here. Even with a reservation, we waited for a table for about 40-45 minutes. Hostess was super nice and did keep us informed though. Once we got a table, we sat with empty drinks and no water for another 20-25 minutes. Manager finally came over and offered free apps which were very yummy. The food was surprisingly, for a chain restaurant, very good. Unfortunately, we had to ask for more water several times and once we paid, the waiter never returned... ever. We asked for more water yet again with a minor refill all around, and were dry again within minutes. Again, crickets on the waiter, and the water front. Not a horrible experience by any means, but come on... If you keep us hydrated, maybe, just maybe, we'll (probably) consider more wine instead of just desperately craving hydration. Thank goodness for great dinner companions; even so, we will not go back here."
2202711,kli4pFv0HPieztzbW2v3Ew,FzvFBy5_qsoOz99w_AAD4w,2.0,"Ok so I've come to realize this place is actually half Vietnamese food (pho) and half Thai since they have diff flavors of pho and also Thai dishes such as pad Thai, papaya salad, etc. I ordered the panang curry with chicken as my usual go to for Thai food and I was a little disappointed here. My panang curry flavor was right.. kinda but what made it a disappointing experience was the fact that it came out like a soup! I've included a video of how watery it is. Oh and it came with onions.. which panang doesn't usually but I thought it was fine bc you can throw just about any vegetables my way and I would enjoy it except when it's a raw onion... and I love onions. Just not the raw ones. I really want to like this place since it's nearby my neighborhood but I can't. I've been here 3x and each time I try to give it a chance and get something new and hope for the best but every single time it tastes like fast food. Or like.. no love put into their food kinda thing. The pho is very bland. Even with a ton of fresh squeezed lime. The crab Rangoon just tastes like nothing special. Maybe if they would get a better wrap or thinner or something. I can't put my finger on it. The Thai tea I've got once and never again! And I absolutely love Thai tea. Sigh. Ok well the only thing that i did enjoy here is the spring rolls. I like how the noodles in the spring rolls are super thin. And I'm glad the peanut sauce is good. Hmmm i wonder if I cook down the panang it will thicken up. Ok well thanks for reading my post."
1061525,M_BBueFMb3hBOMisaj1krw,iOhHDavGdswJQlPW5luGaw,3.0,"Food was ok. Waitresses were nice. The place is just dirty. Youngstown has an awesome one with more choices. But, this one needs attention. If you go, sit in Lois's section. She will take care of you!"
1248341,QfuaEKzRXpBpfB8ez8oBaQ,gRMYm-CeEdjXtaQcVo8vsw,5.0,"We just got back from Ryu Sushi and Teppanyaki, we had a great night there. The service was great! Our server was so sweet and the food was delicious. I recommend the filet mignon. We will definitely be back."
880488,IXS1RVUIjKjsWDjpfApJaQ,V4E09shHwjNdiclExeiYLg,5.0,"Wow got into Vegas early and wanted a great breakfast. Found it. Lots of interesting things on menu.   Waitress recommended duck hash with scrambled eggs. Wow, I was not disappointed. It was served in a light crusty croissant style pastry shell. Beautiful presentation delicious. Great atmosphere. Service was outstanding!  If you are at the Wynn try Tableau also known as the tower cafe

Btw free coffee from 7-8:30 am for hotel guests in to go cups"
2713855,wHHElat3AaLDAsiSVH6gkA,yHRuGeUjEZP6BiWtoWQJ9w,2.0,"Disappointed -- it's a shame, used to be great. 

We've been going to Mexico Lindo for years, food had always been great, service had been great. Placed used to be packed. Today, dinner at 6:30 on a Sat night, more than half empty....same could be said for the plates now. Half the beans, rice and salad that used to come with the dish. We asked for the spicy salsa with the chips, never received it. Didn't even get our waters or drinks till after the food arrived, after we asked for it again. 

My husband has the special -- the sirloin with the chorizo, he was asked mild or spicy. He asked for spicy, got mild. 

It's a shame, used to be a great family run restaurant. Taking a break from here for sure. Hope they go back to the great food or service, otherwise I'm sure they'll lose more customers."
2376327,oaAR5pBimQ-eMFIpcyqpjw,0FUtlsQrJI7LhqDPxLumEw,5.0,Love the ahi tuna sandwich with sweet potato fries!
1897244,duKhEm4zoR5G2nllvoxqgQ,5CvVtsSkgyXI4dh0LVIltw,4.0,"After several nights of stuffy financial district dinners, I needed a break. I hooked up with a couple of folks who were at lucid. Well, awesome, best place I hit in Toronto. Service was sincerly inerested in seeing us have a good time. We had a nice mix of interesting cocktails and a couple of really tasty pizzas. The atmosphere was just the right mix of gritty-trendy-metro-hip and the food and drinks reflected ownership that cares about quality and making a statement. With regard to prices - you are in Toronto, EVERYTHING is $10 or $12 bucks. Yes, I'm a fan and I will be back!"
1537153,Ww9IvgIEWvLhx5BtJkDtmA,7gnYWanhD6O7qOF-NfPNhA,5.0,"The best breakfast I've had in Toronto, hands down! After reading the stellar reviews on Yelp, Tiffany N and I strolled down the street from The Gladstone hotel and popped in around 11 a.m. The place wasn't full, but definitely not deserted either. I noticed a sign for cheap mimosas and Caesars on the way in which was awesome.

The place is lovely. A bit of hole in the wall vibe mixed with some comfy booths and tranquil colours make it a great spot for breakfast. I decided to go with the Guac Omelet which was amazing, and shared half of Tiffany's challah french toast - super yummy as well!

Our server, who was holding down the fort, was kind and patient and the vibe was totally a comfortable place I'd love to become a regular at. I can't wait to visit this place again when I'm in Toronto."
224124,3xUBv-ek2m4YceJRxVj_OA,YSUPAkyni4qpcHfrMOAEww,3.0,I love the drive through on my way to work and go there about once a week.  The coffee is yummy.  I never go there for food because it isn't all that great.  They also are not at all kid friendly.  No toys or books and no changing area in the bathroom even though there's space.  If they got rid of the old computers that not many people use they'd have a nice little area for kids.  Happy Bambino is right around the corner so I think it would get used.
654249,DO0sYmPRKWE2ElyR_2n0xQ,SWDxTrwU_qlEcJp36IYquw,5.0,"They have expanded! 13 tables, smallest one seats 4, largest seats 8. So excited! Hours are Tuesday to Saturday 10am to 9pm, Closed Sunday and Monday"
838051,HZ51EXmBRhOxa05FO79Tgg,f-v1fvtnbdw_QQRsCnwH-g,4.0,"Donuts, toppings (bacon!), icing, and a great price. This is, as you probably have already realized, a doughnut shop where you choose an icing and a topping for your plain doughnut. Yes, the doughnuts are admittedly not huge, but I think for $1.89 apiece it was a fair serving. The ordering process is easy and you either customize a doughnut or choose one of their designs. I went with mocha icing and bacon and M&M's for the topping. Admittedly, the m&m's might have been a bit over the top, but it was tasty. I think if the doughnut had been any larger it would have been too much. It is nice to see some interesting places coming to Westgate after all of the chain mediocrity that is already there."
1454704,V7BwgPV9st-7coMmHh7rWQ,VA95qAV2PRH9gtTi2Vfv4Q,4.0,"The only thing that blows me away on the menu is the butternut squash agnolotti, which is consistent and always on the menu. I went recently with my mother who ordered their fish special to which she found the accompanying sauce overly salty at first, but complementing overall. The fish was very fresh, clean and not overcooked. Portions are good, we all left uncomfortably stuffed.

There is never a long wait, and the staff here are always friendly and exude a positivity, which at times is frustrating because they love everything on the menu so much, even the unsavory choices. My most recent waitress was vegan, and most of their dishes concocted from meat and cheese, I'm not sure how great her personal judgement could have been.

You can get better Italian for the price in the city, but is on the more reasonable side for its neighbourhood location."
1308371,S10Q9h_W-MKyog8IdcCNCQ,fNRr4znzjofFdtAfoBk0hw,3.0,"This store has two sections, the second you might easily miss out on.

Walking in you come into the store area, selection of costumes\/wigs and sfx make-up. The usual stuff you expect a place like this to have.

Although they have plenty of accessories with which you can put together an outfit there just is not enough full costumes sets, which I suppose from a business perspective is fine because this place can charge silly prices for individual accessories. 

They do keep a catalogue of outfits at the till counter from which you can take your pick and either they will try and get everything for you from the store or they can be made to order.

I am sure that within this area there is also a closed back room where an Asian man makes masks (reminded me of the key maker in matrix 2) and a ballerina outfit section (I may have just imagined this also) 

As I was exploring I saw a doorway leading into another large shop area and this was mainly for renting outfits. Now this was pretty crap nearly all the outfits were vintage, or Brave heart extra outfits but for Halloween definitely not much of a selection."
1511048,WPBrjBbk76ZtZQ8QpG09cQ,awI4hHMfa7H0Xf0-ChU5hg,5.0,"Oh man you have got to try this place out.

When we found this on yelp we were wondering why it had such high ratings. From the photos it looks like it's just a small bar next to slot machines--it looked ghetto. And when we got there, it was true, the place Really IS next to slot machines on the main floor of a casino. But it's also true that the food here is worth 5-stars

The price is actually pretty high--almost all items are $20+ and up, so be aware. The quality of the food is well worth it though--extreme comfort food, perfect for after long nights of gambling or other crazy shit you did in Vegas.

Word of caution--the spiciness rating here is insane. You choose spiciness from 1-10, and being a guy that eats spicy stuff everywhere I choose 7. Man was it hot. I think my max for this place is at most a 5.

Basically, whatever you think your spicy rating is, just minus 2 or more from it.

The seafood stew quality was amazing, with HUGE chunks of lobster, fish, clams etc Everything tasted fresh, with seawater freshness inside the flesh even though it's covered in broth. After I ate this meal I was full for the entire 8 hour drive back home. Definitely a bit meal with large portions.

Definitely a place to come back to again and again and again."
193391,3I806vywudUaWV6yVGHE2w,4X0KWUPcD2EkHN83aa4cXg,3.0,"Pro's: Beer pong tournaments! Good happy hour drink special. Cute outfits for the cute waitresses. Nice people watching seats. 

Con: generic hot wings, Pizza tasted like Domino's"
2264606,m4L75AQPLUH59agl0kUB6w,8HElQSAR3hr1_ewSOomfJg,5.0,"I needed a plaque for my brother's urn who was a Vietnam veteran.  We wanted something special and unique for the plaque which would go on an ammo box.  I had some ideas but John provided some great options which he provided instant visuals so I could visualize the final result.  He took the time with me to ensure a high quality product and that is exactly what we got.  The service from John and his wife was friendly, personable, and exceptional.  The plaque was finished on time and perfect for honoring my brother.  The impressive samples of their work in the showroom shows the wide range of their expertise in meeting all needs.  Thank you John!"
335352,6LyNXTMkuP5L9ciwfkQLEg,VEmnM04OO4DwH9WXw_eO7Q,5.0,After reading the review for the Mesa locations I was a little nervous but the Chandler location is awesome!!!! Our server was so polite and gave us great service. Our breakfasts' arrived in a very timely manner and were excellent. I would definitely recommend the Chandler Egg & I to anyone!!!!
767271,FwgT_pZzsLCRPROEonT0fQ,mmazCP1ZH0QsUqDS6OivFA,5.0,"Sara: 5\/5
Suk: 4\/5

Not sure what stars were aligning on our last visit to Montreal but we were able to get into both of our first picks by calling day of.

Friday = Joe Beef

Joe Beef = Everything you have heard and more 

Everything you have heard and more = gluttony without apology.  

Our last minute reso's meant we were seated at the bar.  This may be a negative to some but for us was a big bonus as bar seating tends to be our preference.  

I forget our bartenders name but he was fantasticly fantastic.    Due to our bar seating, it was difficult to read the menu (regardless of it being in French) so rather than strain our necks and our memories of high school French, we had a conversation with the bar man about what we like\/don't like.  

What resulted was a meal we will never forget   Ever   

Oysters, yum.  

Pigs Head, what?   Redonculous amazing - if it is on the menu when you are there, do yourself a favour and eat it regardless of squeamishness.  I thought I would have a hard time with it and didn't.   It was one of the best things I have ever consumed.  Ever.   Like ever.  

Beef tongue, what?  For us, this was too much of a literal presentation as it was presented as it had existed.  A large tongue presented on a plate.   Visually, there was no denying we were about to eat a cow tongue.  We had told our barman we would be okay with it so we felt completed to eat it.   Essentially, it tasted like a dense beef hot dog so it wasn't terrible but it was just way too big of a portion for two people to finish.    Perhaps this was amplified by the fact that a 1\/4 of the way through I realized I was using my tongue to eat and taste the the equivalent of another animal.   I am not going to lie, there was an element of gag.   Maybe a little too ""farm to table""  for my enjoyment but that is my hypocrisy, not Joe Beefs.  

Veg time!!!!   Pastrami carrots.  Delicate thin carrot slices marinated in pastrami spices.   Yes please.   Every single day, yes please.  

Foie gras.  This is where the unapologetic gluttony becomes a CAPITAL statement.  This is also where Suk deviated from the best meal of his life to get me the f out of here.  So perfect and rich.  Our barman doubled up our portion of the foie and although it was so delicious, it was too ample and rich for us to end our meal with (says Suk)

Our experience at Joe Beef was fantastic, from the service to the atmosphere to the food.    It is rare restaurants with this type of notoriety deliver on their promise.  Joe Beef killed it   Thank you."
2843625,zBi_JWB5uUdVuz3JLoAxGQ,oDQG-l5jts3-M2r9xKquyA,4.0,"Not sure why this DQ is getting such bad reviews. I've never had a problem when coming here, although I've only ordered ice cream and desserts and have yet to order actual food here. There's never a line\/crowd when I come here and I always get my order quickly. The ice cream is so creamy and delicious and my go to is a medium vanilla cone which is huge!"
26638,-_28kCRH2XyDkQpHq2AgNg,BvmZinFqEmLXTqN0HiBlTg,1.0,"Very rude manager. Staff were unfriendly and unhelpful. Didn't even ask to help me. Bikes were ridiculously expensive. No variety of different brands, they only sold the 1 brand."
1183876,PIjOf-w7d_sPuWEEFMorEg,fKlr9qNoV37WQJwQ826POg,3.0,This place is crazy. You can't beat the price. The food is decent but it took all night for the filet to come out and that's all I really wanted. By the time it was available we had already been dining for an hour on less desirable meats.
401970,7qjAmWmsfyszfERMLO42wA,zRqi6L1u-YmmVAHjeUbGMQ,5.0,"Love this place good vibe and people! Going back again soon! 
I got the chicken and waffles Ohhhmami!!!! 

If you have try this place most recommended spot to go to!"
